number_of_rooms,metro,address,area,parking,renovation,windows,ceiling_height,elevator,price_monthly,deposit,utility,type_house,current_floor,total_floors,combined_bathrooms,separate_bathrooms
1,8.0,"Санкт-Петербург, улица Коллонтай, 19К4",40.0,1,0,1,3.4228329210010386,Пасс (2),20000.0,20000.0,nan,4,16,16,0.0,0.0
1,15.0,"Санкт-Петербург, Октябрьская набережная, 124к7",37.8,2,1,2,2.7205429502671654,"Пасс (1), Груз (1)",20000.0,20000.0,nan,1,5,17,0.0,0.0
1,19.0,"Санкт-Петербург, Рыбацкий проспект, 15, ш. Московское, М-10 (14 км до МКАД), ш. Пулковское (17 км до МКАД)",35.0,1,1,1,3.1717494785425338,Пасс (3),20000.0,20000.0,nan,0,5,20,0.0,0.0
1,10.0,"Санкт-Петербург, улица Дыбенко, 36К3",34.0,0,2,1,3.646602525964009,0,22000.0,20000.0,nan,2,4,5,0.0,0.0
1,4.0,"Санкт-Петербург, улица Ольминского, 16",36.0,0,2,1,3.3347055699732704,0,20000.0,20000.0,nan,2,1,5,0.0,0.0
1,15.0,"Санкт-Петербург, улица Бадаева, 8к2",35.3,1,2,1,2.7,Пасс (2),24000.0,24000.0,nan,2,12,17,0.0,0.0
0,12.276339583135053,"Санкт-Петербург, улица Русановская, 16к3",30.0,2,1,0,3.226154207523123,"Пасс 2, Груз 2",22000.0,21000.0,nan,4,3,23,0.0,0.0
1,12.0,"Санкт-Петербург, Искровский проспект, 26",30.0,0,2,1,3.77433003891821,Пасс (1),24000.0,24000.0,nan,2,6,9,0.0,0.0
1,10.0,"Санкт-Петербург, улица Евдокима Огнева, 16",39.0,1,1,1,2.55,"Пасс (1), Груз (1)",22000.0,22000.0,nan,4,6,14,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, улица Русановская, 18к3",30.0,1,1,1,2.5,"Пасс (1), Груз (2)",20000.0,100.0,nan,4,13,24,0.0,0.0
1,19.0,"Санкт-Петербург, улица Крыленко, 23",51.0,0,2,1,3.590694453192574,Пасс (2),20000.0,40000.0,nan,4,10,14,0.0,0.0
1,30.0,"Санкт-Петербург, Октябрьская набережная, 34к5",32.38,0,1,1,3.8293520645996932,"Пасс (1), Груз (1)",24999.0,24999.0,nan,2,4,15,0.0,0.0
1,8.0,"Санкт-Петербург, улица Бабушкина, 84к1",35.0,1,1,1,3.5794044969459535,"Пасс 2, Груз 2",22000.0,22000.0,nan,2,10,20,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, Усть-Славянка тер., проспект Советский, 34к3, ш. Московское, М-10 (19 км до МКАД), ш. Пулковское (21 км до МКАД)",36.0,1,2,1,3.083838276357728,Пасс (3),22000.0,22000.0,nan,0,17,26,0.0,0.0
1,7.0,"Санкт-Петербург, проспект Пятилеток, 8К3",42.0,1,1,1,3.766399060803657,Пасс (2),25000.0,25000.0,nan,4,14,20,0.0,0.0
2,7.0,"Санкт-Петербург, проспект Большевиков, 22К5",75.0,1,2,0,3.2182302495994204,Пасс (1),25000.0,25000.0,nan,2,1,9,0.0,0.0
1,7.0,"Санкт-Петербург, Прибрежная улица, 7, ш. Московское, М-10 (16 км до МКАД), ш. Пулковское (18 км до МКАД)",42.0,0,2,1,3.069234039356109,Пасс (1),21000.0,21000.0,nan,2,6,10,0.0,0.0
1,8.0,"Санкт-Петербург, улица Дмитрия Устинова, 6, ш. Московское, М-10 (15 км до МКАД), ш. Пулковское (18 км до МКАД)",40.0,1,2,1,3.3857021025604532,Пасс (2),22000.0,22000.0,nan,2,10,16,0.0,0.0
1,6.0,"Санкт-Петербург, Народная улица, 53к2",40.0,1,1,1,2.65,"Пасс (1), Груз (1)",23000.0,23000.0,nan,2,17,17,0.0,0.0
2,3.0,"Санкт-Петербург, улица Новоселов, 31",50.0,0,2,0,2.830522917829403,0,25000.0,25000.0,nan,2,3,5,0.0,0.0
0,5.0,"Санкт-Петербург, улица Крыленко, 1к1с2",28.0,1,1,1,3.0664064135265554,"Пасс (2), Груз (2)",25000.0,25000.0,nan,0,12,26,0.0,0.0
1,9.0,"Санкт-Петербург, Российский проспект, 5",36.1,1,2,2,3.9560779191703217,Пасс (2),21000.0,21000.0,nan,4,14,16,0.0,0.0
1,5.0,"Санкт-Петербург, Прибрежная улица, 9, ш. Московское, М-10 (16 км до МКАД), ш. Пулковское (18 км до МКАД)",42.0,0,1,2,3.1816449784771166,Пасс (1),22000.0,22000.0,nan,2,3,10,0.0,0.0
1,13.0,"Санкт-Петербург, Товарищеский проспект, 2К1",40.0,0,1,2,3.856692018766732,Пасс (1),21000.0,21000.0,nan,2,4,9,0.0,0.0
0,4.0,"Санкт-Петербург, Дальневосточный проспект, 33к1",26.0,1,2,1,2.873184433469127,"Пасс (1), Груз (1)",25000.0,25000.0,nan,0,16,25,0.0,0.0
0,4.0,"Санкт-Петербург, улица Бабушкина, 84к2",27.0,1,1,0,2.6,"Пасс (1), Груз (2)",24000.0,24000.0,nan,2,22,24,0.0,0.0
2,18.0,"Санкт-Петербург, Искровский проспект, 9",51.0,0,2,1,3.839177384595783,Пасс (1),20000.0,10000.0,nan,2,2,9,0.0,0.0
1,15.0,"Санкт-Петербург, улица Русановская, 18к3",29.7,1,1,1,3.313358698022693,"Пасс (2), Груз (2)",23000.0,23000.0,nan,1,22,23,0.0,0.0
0,10.0,"Санкт-Петербург, Октябрьская набережная, 34к4",24.2,0,1,1,3.3009417404617127,"Пасс (1), Груз (1)",23000.0,25000.0,nan,1,10,14,0.0,0.0
1,10.0,"Санкт-Петербург, улица Крыленко, 1к1с2",36.0,0,0,1,3.299559510363971,"Пасс (1), Груз (1)",22000.0,16500.0,nan,0,14,14,0.0,0.0
1,17.0,"Санкт-Петербург, проспект Солидарности, 9к3",41.0,1,2,1,2.8,"Пасс 1, Груз 1",26000.0,26000.0,nan,1,8,15,0.0,0.0
1,13.0,"Санкт-Петербург, Железнодорожный проспект, 14к1",33.0,1,2,1,2.75,"Пасс 2, Груз 2",26000.0,26000.0,nan,1,19,24,0.0,0.0
2,11.0,"Санкт-Петербург, проспект Елизарова, 37",42.0,0,2,1,3.542739793267975,0,24000.0,20000.0,nan,4,4,5,0.0,0.0
1,11.0,"Санкт-Петербург, Рыбацкий проспект, 35к3, ш. Московское, М-10 (16 км до МКАД), ш. Пулковское (18 км до МКАД)",41.0,1,2,1,3.236638059923788,Пасс (2),23000.0,23000.0,nan,2,4,16,0.0,0.0
2,3.0,"Санкт-Петербург, Народная улица, 60",47.0,0,2,1,3.5555104521515895,0,23000.0,23000.0,nan,2,4,5,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, Товарищеский проспект, 2К2",35.2,0,2,1,2.992092533160403,Пасс (1),23000.0,23000.0,nan,2,6,9,0.0,0.0
2,19.0,"Санкт-Петербург, улица Кржижановского, 5К4",50.4,0,2,1,3.4898884281691713,Пасс (1),23000.0,23000.0,nan,2,1,9,0.0,0.0
2,4.0,"Санкт-Петербург, Усть-Славянка тер., проспект Советский, 16, ш. Московское, М-10 (17 км до МКАД), ш. Пулковское (20 км до МКАД)",61.0,1,1,1,3.091217633406603,"Пасс 2, Груз 2",22000.0,12000.0,nan,2,20,24,0.0,0.0
2,6.0,"Санкт-Петербург, проспект Большевиков, 25",45.0,0,1,2,2.9973125716385125,Пасс (1),27000.0,27000.0,nan,2,7,9,0.0,0.0
0,12.0,"Санкт-Петербург, улица Коллонтай, 2",28.0,2,1,1,3.12111240542364,"Пасс (1), Груз (1)",24000.0,24000.0,nan,0,17,22,0.0,0.0
1,15.0,"Санкт-Петербург, улица Бадаева, 14к4",45.0,2,1,1,3.024861681271549,Пасс (1),23000.0,23000.0,nan,2,14,18,0.0,0.0
1,12.0,"Санкт-Петербург, проспект Уездный, 11",36.8,0,1,1,2.75,"Пасс (1), Груз (1)",25000.0,25000.0,nan,0,4,20,0.0,0.0
2,10.0,"Санкт-Петербург, Дальневосточный проспект, 82К1",46.0,1,2,1,2.55,0,23000.0,25000.0,nan,2,2,5,0.0,0.0
2,31.0,"Санкт-Петербург, Усть-Славянка тер., улица Славянская, 21, ш. Московское, М-10 (18 км до МКАД), ш. Пулковское (20 км до МКАД)",49.1,1,1,0,2.6,"Пасс (1), Груз (2)",24000.0,24000.0,nan,2,23,26,0.0,0.0
1,5.0,"Санкт-Петербург, улица Дыбенко, 5к1",38.0,1,1,1,2.6,"Пасс (1), Груз (1)",27000.0,27000.0,nan,0,15,15,0.0,0.0
0,17.0,"Санкт-Петербург, улица Коллонтай, 2",30.0,1,1,0,2.79021309368123,"Пасс (1), Груз (1)",25000.0,25000.0,nan,2,18,18,0.0,0.0
0,12.0,"Санкт-Петербург, Железнодорожный проспект, 14к1",26.0,1,0,1,3.877370772529586,"Пасс (1), Груз (1)",27000.0,27000.0,nan,1,9,12,0.0,0.0
1,6.0,"Санкт-Петербург, улица Коллонтай, 5/1",40.0,1,2,1,2.697574269922056,Пасс (3),25000.0,25000.0,nan,2,23,25,0.0,0.0
0,12.0,"Санкт-Петербург, Железнодорожный проспект, 14к1",29.0,0,1,1,3.766615164897493,"Пасс (1), Груз (1)",25000.0,25000.0,nan,0,5,12,0.0,0.0
1,23.0,"Санкт-Петербург, проспект Большевиков, 38к5",42.0,1,2,1,3.024995342377573,Пасс (2),23000.0,20000.0,nan,2,12,16,0.0,0.0
1,20.0,"Санкт-Петербург, улица Архивная, 7",36.0,2,1,1,3.5978846647067972,"Пасс (1), Груз (1)",25000.0,24000.0,nan,0,12,24,0.0,0.0
2,15.0,"Санкт-Петербург, Товарищеский проспект, 16К1",50.0,0,2,0,2.65,Пасс (1),28000.0,28000.0,nan,2,7,9,0.0,0.0
2,11.0,"Санкт-Петербург, Оренбургская улица, 2",92.0,1,0,2,3.4081620605804916,"Пасс (3), Груз (1)",85000.0,42500.0,nan,0,7,20,0.0,0.0
2,10.0,"Санкт-Петербург, улица Есенина, 1к2",65.0,1,0,1,3.18239784930811,Пасс (1),55000.0,55000.0,nan,2,19,24,0.0,0.0
2,12.0,"Санкт-Петербург, Институтский проспект, 6",45.0,1,2,1,2.5,Пасс (2),32000.0,32000.0,nan,4,8,12,0.0,0.0
0,5.0,"Санкт-Петербург, улица Хошимина, 16",28.0,3,1,0,2.6,"Пасс (4), Груз (4)",31990.0,33500.0,nan,1,14,16,0.0,0.0
0,8.0,"Санкт-Петербург, улица Хошимина, 16",32.0,0,0,0,3.9071642178775616,"Пасс (3), Груз (3)",35715.0,37500.0,nan,0,9,15,0.0,0.0
3,20.0,"Санкт-Петербург, 2-й Муринский проспект, 14",57.0,2,2,0,3.355553949804968,Пасс (1),32000.0,32000.0,включены,4,2,9,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, Выборгское шоссе, 31, ш. Выборгское (7 км до МКАД)",38.7,0,1,1,2.776371445201532,Пасс (1),27000.0,27000.0,nan,2,10,12,0.0,0.0
0,8.0,"Санкт-Петербург, Политехническая улица, 6",27.0,0,2,1,3.264380383424114,"Пасс 1, Груз 1",27000.0,27000.0,nan,1,8,11,0.0,0.0
1,5.0,"Санкт-Петербург, улица Хошимина, 16",28.0,1,1,1,3.1593256082117662,"Пасс (3), Груз (3)",28000.0,28000.0,nan,1,7,16,0.0,0.0
2,10.0,"Санкт-Петербург, Учебный переулок, 2",80.0,1,1,1,3.6167300687882404,"Пасс 1, Груз 1",39000.0,40000.0,nan,4,10,16,0.0,0.0
2,5.0,"Санкт-Петербург, Боткинская улица, 15к1",55.0,1,1,1,3.3981262242696744,Пасс (1),45000.0,45000.0,nan,1,3,7,0.0,0.0
3,12.0,"Санкт-Петербург, проспект Энгельса, 93",90.0,1,1,1,2.7704560829412532,"Пасс (1), Груз (1)",50000.0,50000.0,nan,1,5,22,0.0,0.0
4,10.0,"Санкт-Петербург, проспект Энгельса, 97",110.0,1,2,1,2.937296975765389,"Пасс 2, Груз 2",50000.0,50000.0,nan,1,11,24,0.0,0.0
2,11.0,"Санкт-Петербург, улица Александра Матросова, 1с1",68.0,0,0,1,3.7840657046054362,Груз (1),80000.0,80000.0,nan,1,5,9,0.0,0.0
1,20.0,"Санкт-Петербург, улица Композиторов, 33/5",66.0,0,2,0,2.6,Пасс (1),30000.0,40000.0,nan,2,6,9,0.0,0.0
0,12.276339583135053,"Санкт-Петербург, Новолитовская улица, 14",26.0,0,2,1,3.497636276074602,Пасс (1),25000.0,25000.0,nan,1,4,13,0.0,0.0
2,12.276339583135053,"Санкт-Петербург, Гаврская улица, 11",54.0,0,2,1,2.9288968305300482,Пасс (1),25000.0,25000.0,nan,4,5,9,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, улица Александра Матросова, 3с1",40.0,0,1,1,3.254719429470049,Пасс (1),46000.0,46000.0,nan,1,7,9,0.0,0.0
2,10.0,"Санкт-Петербург, Костромской проспект, 48",80.6,2,0,1,3.7574447420615953,Пасс (1),50000.0,50000.0,nan,2,7,9,0.0,0.0
1,20.0,"Санкт-Петербург, проспект Просвещения, 43",40.0,1,0,2,2.951091958145745,"Пасс (2), Груз (2)",25000.0,25000.0,nan,2,9,29,0.0,0.0
2,12.276339583135053,"Санкт-Петербург, пос. Парголово, улица Михаила Дудина, 23к1, ш. Выборгское (10 км до МКАД)",58.0,1,2,1,3.8536345072035356,"Пасс 2, Груз 2",25000.0,25000.0,nan,1,21,24,0.0,0.0
2,10.0,"Санкт-Петербург, Удельный проспект, 55",43.0,0,2,0,3.5302626227663017,0,29000.0,29000.0,nan,4,5,5,0.0,0.0
2,36.0,"Санкт-Петербург, Выборгское шоссе, 31, ш. Выборгское (7 км до МКАД)",57.0,0,2,1,2.9715069180206046,Пасс (2),30000.0,30000.0,nan,2,8,12,0.0,0.0
2,4.0,"Санкт-Петербург, пос. Парголово, улица Заречная, 44к2",55.0,3,1,1,2.7,"Пасс (2), Груз (1)",30000.0,30000.0,nan,1,20,27,0.0,0.0
1,10.0,"Санкт-Петербург, Новолитовская улица, 14",38.0,2,1,1,3.231554906242671,"Пасс (1), Груз (1)",35000.0,35000.0,nan,1,1,13,0.0,0.0
3,15.0,"Санкт-Петербург, улица Александра Матросова, 1с1",66.0,2,1,1,3.258183231012853,"Пасс (1), Груз (1)",65000.0,65000.0,nan,1,5,9,0.0,0.0
2,19.0,"Санкт-Петербург, Лиственная улица, 18к1",93.0,1,0,1,3.64455853861761,Пасс (2),80000.0,80000.0,nan,4,18,25,0.0,0.0
1,7.0,"Санкт-Петербург, проспект Энгельса, 143К3",37.0,0,2,1,2.8683970341036074,Пасс (2),21000.0,21000.0,nan,2,7,12,0.0,0.0
2,8.0,"Санкт-Петербург, улица Сикейроса, 12",66.0,1,2,0,2.8,"Пасс (1), Груз (1)",35000.0,35000.0,nan,2,2,16,0.0,0.0
0,11.0,"Санкт-Петербург, Политехническая улица, 6",23.0,0,2,2,3.946711985289456,"Пасс (2), Груз (2)",30000.0,30000.0,nan,0,7,11,0.0,0.0
1,10.0,"Санкт-Петербург, улица Сикейроса, 12",40.0,1,1,0,2.6149367058660915,Пасс (2),36000.0,36000.0,nan,2,2,16,0.0,0.0
2,13.0,"Санкт-Петербург, Большой Сампсониевский проспект, 4-6",90.0,1,0,2,2.8116817680838695,Пасс (3),110000.0,75000.0,nan,2,14,23,0.0,0.0
0,3.0,"Санкт-Петербург, проспект Просвещения, 43",30.0,1,1,1,2.8,Пасс (2),20000.0,10000.0,nan,2,11,29,0.0,0.0
1,15.0,"Санкт-Петербург, пос. Парголово, улица Тихоокеанская, 1к1, ш. Выборгское (7 км до МКАД)",32.85,1,1,1,2.65,"Пасс (2), Груз (1)",20000.0,20000.0,nan,1,11,25,0.0,0.0
1,16.0,"Санкт-Петербург, проспект Тореза, 40К1",34.0,0,1,1,2.6,Пасс (1),23000.0,23000.0,nan,4,6,9,0.0,0.0
0,14.0,"Санкт-Петербург, Новолитовская улица, 14",25.9,0,1,1,2.75,"Пасс (1), Груз (1)",25000.0,25000.0,nan,1,6,13,0.0,0.0
3,4.0,"Санкт-Петербург, пос. Парголово, улица Федора Абрамова, 23к1",80.0,1,2,0,3.283735315693185,Пасс (3),29000.0,29000.0,nan,0,23,28,0.0,0.0
1,8.0,"Санкт-Петербург, Выборгское шоссе, 7К1",40.0,1,0,1,2.6,"Пасс (1), Груз (1)",30000.0,28000.0,nan,2,4,13,0.0,0.0
1,5.0,"Санкт-Петербург, проспект Просвещения, 15",40.0,1,2,1,3.12646751257099,"Пасс (1), Груз (1)",35000.0,35000.0,nan,0,5,19,0.0,0.0
0,10.0,"Санкт-Петербург, Большой Сампсониевский проспект, 74к2",12.3,0,0,1,3.5032384021082286,Пасс (4),30000.0,40000.0,nan,0,10,14,0.0,0.0
1,11.0,"Санкт-Петербург, Новолитовская улица, 14",35.7,1,2,1,2.6210378165740678,Пасс (2),32000.0,10000.0,nan,2,8,18,0.0,0.0
0,5.0,"Санкт-Петербург, 2-й Муринский проспект, 36",33.0,0,0,1,3.570417418984057,"Пасс (4), Груз (2)",38000.0,30000.0,nan,1,8,12,0.0,0.0
0,10.0,"Санкт-Петербург, Большой Сампсониевский проспект, 74к2",14.8,0,0,1,2.663888413273259,"Пасс 1, Груз 1",33000.0,40000.0,nan,0,7,14,0.0,0.0
0,20.0,"Санкт-Петербург, Большой Сампсониевский проспект, 74к2",21.4,1,0,1,2.6408800803171517,"Пасс 1, Груз 1",39500.0,40000.0,nan,0,14,14,0.0,0.0
0,10.0,"Санкт-Петербург, Большой Сампсониевский проспект, 74к2",23.4,1,0,1,3.81428515149847,Пасс (4),42500.0,40000.0,nan,0,13,14,0.0,0.0
3,5.0,"Санкт-Петербург, проспект Энгельса, 124К4",78.0,0,2,1,3.4112506664011155,0,50000.0,50000.0,nan,4,1,4,0.0,0.0
2,15.0,"Санкт-Петербург, улица Александра Матросова, 1с1",61.0,0,1,1,3.0,"Пасс (2), Груз (1)",58000.0,58000.0,nan,4,5,9,0.0,0.0
