number_of_rooms,metro,address,area,parking,renovation,windows,ceiling_height,elevator,price_monthly,deposit,utility,type_house,current_floor,total_floors,combined_bathrooms,separate_bathrooms
4,15.0,"Москва, Новинский бульвар, 18С1",135.0,2,1,2,3.0,Пасс (1),350000.0,350000.0,включены,3,9,10,0.0,0.0
4,12.276339583135053,"Москва, Новинский бульвар, 18С1",130.0,0,0,2,3.5094853909841266,"Пасс 1, Груз 1",350000.0,350000.0,включены,2,9,11,0.0,0.0
4,10.0,"Москва, улица Новый Арбат, 29",212.0,1,1,0,3.2,Пасс (1),350000.0,350000.0,nan,2,6,17,0.0,0.0
4,12.276339583135053,"Москва, 1-й Смоленский переулок, 17",178.0,0,1,1,2.683281699406018,Пасс (1),350000.0,350000.0,nan,1,13,13,0.0,0.0
4,5.0,"Москва, переулок Плотников, 21С1",201.0,0,0,2,3.685533546886062,Пасс (1),360000.0,360000.0,включены,4,3,5,0.0,0.0
5,9.0,"Москва, улица Малая Молчановка, 8С1",181.0,1,0,0,3.4,Пасс (1),370000.0,370000.0,включены,4,5,8,0.0,0.0
2,15.0,"Москва, улица Новый Арбат, 32",123.6,0,1,0,3.422073957890683,"Пасс 1, Груз 1",400000.0,400000.0,включены,0,7,13,0.0,0.0
3,8.0,"Москва, улица Новый Арбат, 32",129.0,0,0,1,3.5327955114377154,Пасс (1),400000.0,450000.0,включены,0,5,13,0.0,0.0
4,7.0,"Москва, улица Арбат, 32",176.0,1,1,2,3.2,Пасс (1),400000.0,400000.0,nan,2,2,4,0.0,0.0
4,9.0,"Москва, улица Новый Арбат, 27",190.0,0,0,0,3.3,"Пасс (4), Груз (1)",400000.0,400000.0,включены,0,7,16,0.0,0.0
4,7.0,"Москва, Композиторская улица, 17",180.0,1,1,0,3.2,Пасс (1),450000.0,450000.0,nan,2,6,11,0.0,0.0
4,12.276339583135053,"Москва, улица Новый Арбат, 29",247.0,1,0,1,3.0,"Пасс (1), Груз (1)",500000.0,600000.0,включены,4,13,17,0.0,0.0
3,2.0,"Москва, 1-й Смоленский переулок, 21",110.0,0,0,1,3.3,Пасс (2),500000.0,500000.0,включены,0,5,7,0.0,0.0
5,7.0,"Москва, Трубниковский переулок, 13С1",180.0,0,1,0,3.2,Пасс (1),500000.0,500000.0,nan,2,7,7,0.0,0.0
4,8.0,"Москва, Борисоглебский переулок, 15С2",300.0,1,1,0,3.2,Пасс (1),500000.0,500000.0,nan,2,6,6,0.0,0.0
3,9.0,"Москва, улица Новый Арбат, 27",190.0,0,0,0,3.0,"Пасс (3), Груз (1)",500000.0,500000.0,включены,0,7,16,0.0,0.0
5,9.0,"Москва, Трубниковский переулок, 13С1",180.0,0,0,2,2.6297252959335067,Пасс (3),500000.0,500000.0,включены,0,6,6,0.0,0.0
4,6.0,"Москва, Филипповский переулок, 8С1",209.0,0,2,0,3.673047739976499,Пасс (4),550000.0,650000.0,включены,0,5,9,0.0,0.0
3,6.0,"Москва, улица Новый Арбат, 27",173.1,0,0,1,3.2,Пасс (4),550000.0,550000.0,включены,0,10,16,0.0,0.0
6,7.0,"Москва, Большой Николопесковский переулок, 13",336.0,1,1,0,3.2,Пасс (1),590000.0,590000.0,nan,2,4,4,0.0,0.0
4,4.0,"Москва, Малый Каковинский переулок, 6С1",190.0,0,1,0,3.2,Пасс (1),600000.0,600000.0,nan,2,4,5,0.0,0.0
6,6.0,"Москва, Смоленская набережная, 2А",258.0,1,1,0,3.2,Пасс (1),600000.0,600000.0,nan,2,11,11,0.0,0.0
3,4.0,"Москва, Челобитьевское шоссе, 10к3, ш. Дмитровское (3 км до МКАД), ш. Алтуфьевское (6 км до МКАД)",76.0,0,2,0,2.74,Пасс (2),60000.0,60000.0,включены,2,13,14,0.0,0.0
1,25.0,"Москва, бульвар Академика Ландау, 5к1, ш. Дмитровское (3 км до МКАД), ш. Алтуфьевское (7 км до МКАД)",35.3,0,1,1,2.6,Пасс (1),36000.0,40000.0,включены,0,9,9,0.0,0.0
2,25.0,"Москва, бульвар Академика Ландау, 3, ш. Дмитровское (3 км до МКАД), ш. Алтуфьевское (7 км до МКАД)",71.7,0,1,0,2.7,Пасс (1),55000.0,55000.0,включены,0,9,9,0.0,0.0
1,20.0,"Москва, Дмитровское шоссе, 169К5, ш. Москва-Санкт-Петербург, M-11 (8 км до МКАД)",41.2,1,2,2,3.34179058185684,Пасс (2),36000.0,40000.0,включены,2,13,15,0.0,0.0
3,10.0,"Москва, Долгопрудная аллея, 15к4, ш. Дмитровское (8 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (13 км до МКАД)",70.0,1,1,2,2.4,"Пасс (2), Груз (1)",65000.0,65000.0,включены,2,9,14,0.0,0.0
1,4.0,"Москва, Челобитьевское шоссе, 10к3, ш. Дмитровское (3 км до МКАД), ш. Алтуфьевское (6 км до МКАД)",40.0,0,2,1,2.74,Пасс (2),30000.0,30000.0,включены,2,8,14,0.0,0.0
2,4.0,"Москва, Челобитьевское шоссе, 14к1, ш. Дмитровское (3 км до МКАД), ш. Алтуфьевское (7 км до МКАД)",57.0,1,2,1,2.64,Пасс (3),45000.0,45000.0,включены,2,12,22,0.0,0.0
1,20.0,"Москва, Дмитровское шоссе, 169к9, ш. Дмитровское (5 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (9 км до МКАД)",42.0,1,2,1,2.705236688477854,Пасс (2),35000.0,35000.0,включены,0,14,15,0.0,0.0
3,12.276339583135053,"Москва, Долгопрудная аллея, 15к4, ш. Дмитровское (8 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (13 км до МКАД)",68.0,0,1,0,3.4032201153321364,"Пасс (1), Груз (1)",48000.0,48000.0,включены,6,8,14,0.0,0.0
3,11.0,"Москва, Долгопрудная аллея, 15к3, ш. Дмитровское (8 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (13 км до МКАД)",82.0,0,2,0,3.994805589081011,"Пасс 1, Груз 1",55000.0,40000.0,включены,2,4,14,0.0,0.0
1,10.0,"Москва, 9-я Северная линия, 1К1, ш. Дмитровское (5 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (9 км до МКАД)",41.0,1,2,1,2.64,Пасс (2),29999.0,29999.0,включены,2,10,17,0.0,0.0
1,4.0,"Москва, Дмитровское шоссе, 169К3, ш. Дмитровское (4 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (9 км до МКАД)",37.0,1,1,1,3.0,Пасс (2),38000.0,40000.0,включены,2,14,17,0.0,0.0
3,14.0,"Москва, Дмитровское шоссе, 169К3, ш. Дмитровское (4 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (9 км до МКАД)",87.0,1,2,0,2.7,"Пасс (2), Груз (2)",80000.0,80000.0,включены,2,14,17,0.0,0.0
3,11.0,"Москва, Дмитровское шоссе, 124А, ш. Дмитровское (4 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (9 км до МКАД)",84.0,0,2,1,3.7148257967984364,"Пасс 1, Груз 1",95000.0,95000.0,включены,2,6,14,0.0,0.0
1,7.0,"Москва, Дмитровское шоссе, 169к2, ш. Дмитровское (5 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (9 км до МКАД)",38.0,1,2,1,2.6571295801945447,Пасс (2),28000.0,28000.0,включены,0,4,17,0.0,0.0
1,20.0,"Москва, Челобитьевское шоссе, 12к4, ш. Дмитровское (3 км до МКАД), ш. Алтуфьевское (7 км до МКАД)",38.0,1,2,1,2.74,Пасс (2),28000.0,28000.0,включены,2,11,17,0.0,0.0
1,11.0,"Москва, 9-я Северная линия, 23к3, ш. Дмитровское (4 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (9 км до МКАД)",35.0,1,2,1,2.64,Пасс (3),29000.0,29000.0,включены,2,9,24,0.0,0.0
1,15.0,"Москва, Дмитровское шоссе, 122Гк1, ш. Дмитровское (3 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (8 км до МКАД)",30.0,1,1,2,3.1,0,30000.0,30000.0,nan,0,-1,4,0.0,0.0
1,20.0,"Москва, Челобитьевское шоссе, 12к4, ш. Дмитровское (3 км до МКАД), ш. Алтуфьевское (7 км до МКАД)",38.0,1,2,1,2.74,Пасс (2),30000.0,18500.0,включены,1,14,17,0.0,0.0
1,20.0,"Москва, Челобитьевское шоссе, 12к6, ш. Дмитровское (3 км до МКАД), ш. Алтуфьевское (6 км до МКАД)",40.0,1,2,1,2.64,Пасс (3),30000.0,30000.0,включены,2,9,22,0.0,0.0
1,20.0,"Москва, 9-я Северная линия, 1К1, ш. Дмитровское (5 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (9 км до МКАД)",38.0,1,2,1,2.64,"Пасс (2), Груз (1)",30000.0,30000.0,включены,2,16,17,0.0,0.0
1,8.0,"Москва, Долгопрудная аллея, 14к1, ш. Дмитровское (8 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (13 км до МКАД)",38.0,0,2,1,3.2543657587991905,"Пасс 1, Груз 1",32000.0,32000.0,включены,2,3,14,0.0,0.0
1,20.0,"Москва, Дмитровское шоссе, 169К5, ш. Москва-Санкт-Петербург, M-11 (8 км до МКАД)",42.4,1,2,1,3.0522554614917734,Пасс (2),32000.0,32000.0,включены,2,7,15,0.0,0.0
1,12.0,"Москва, Долгопрудная аллея, 15к2, ш. Дмитровское (8 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (14 км до МКАД)",44.7,1,2,2,3.0930164521414487,"Пасс (1), Груз (1)",35000.0,35000.0,включены,2,10,14,0.0,0.0
2,22.0,"Москва, Челобитьевское шоссе, 14к1, ш. Дмитровское (3 км до МКАД), ш. Алтуфьевское (7 км до МКАД)",58.0,1,2,1,2.64,"Пасс (2), Груз (1)",36000.0,36000.0,включены,2,6,22,0.0,0.0
1,10.0,"Москва, бульвар Академика Ландау, 5к2, ш. Дмитровское (4 км до МКАД), ш. Алтуфьевское (7 км до МКАД)",36.0,0,1,1,3.6093665752103794,"Пасс (1), Груз (1)",38000.0,38000.0,включены,2,3,9,0.0,0.0
1,19.0,"Москва, Дмитровское шоссе, 169К6, ш. Москва-Санкт-Петербург, M-11 (8 км до МКАД)",42.0,1,1,1,2.75,"Пасс (2), Груз (1)",38000.0,19000.0,включены,2,12,17,0.0,0.0
1,12.276339583135053,"Москва, Дмитровское шоссе, 169К5, ш. Москва-Санкт-Петербург, M-11 (8 км до МКАД)",41.2,1,1,1,3.3238908215991656,"Пасс (2), Груз (1)",40000.0,40000.0,включены,2,13,15,0.0,0.0
2,15.0,"Москва, Дмитровское шоссе, 165Дк5, ш. Дмитровское (3 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (8 км до МКАД)",64.0,0,2,1,2.74,Пасс (2),40000.0,20000.0,включены,2,7,14,0.0,0.0
2,10.0,"Москва, Долгопрудная аллея, 14к1, ш. Дмитровское (8 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (13 км до МКАД)",55.0,1,1,1,2.8810576365014797,"Пасс (1), Груз (1)",40000.0,40000.0,включены,0,4,14,0.0,0.0
1,7.0,"Москва, Дмитровское шоссе, 169К4, ш. Дмитровское (5 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (9 км до МКАД)",35.0,1,1,0,2.709739924312408,"Пасс (2), Груз (1)",40000.0,40000.0,включены,0,14,19,0.0,0.0
2,10.0,"Москва, Долгопрудная аллея, 15к1, ш. Дмитровское (9 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (14 км до МКАД)",63.8,1,2,1,3.9282057560581483,Пасс (2),40000.0,40000.0,включены,2,4,14,0.0,0.0
2,19.0,"Москва, Дмитровское шоссе, 169К8, ш. Дмитровское (5 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (9 км до МКАД)",67.0,1,1,1,3.837819062484152,Пасс (2),43000.0,43000.0,включены,0,5,17,0.0,0.0
1,12.276339583135053,"Москва, 9-я Северная линия, 1К1, ш. Дмитровское (5 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (9 км до МКАД)",38.8,1,0,2,2.64,"Пасс (1), Груз (1)",45000.0,45000.0,включены,2,16,17,0.0,0.0
3,15.0,"Москва, 9-я Северная линия, 13, ш. Дмитровское (4 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (9 км до МКАД)",56.0,0,2,1,2.64,Пасс (2),45000.0,45000.0,включены,2,10,12,0.0,0.0
3,9.0,"Москва, Долгопрудная аллея, 14к1, ш. Дмитровское (8 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (13 км до МКАД)",75.0,1,1,0,3.0680361405367367,"Пасс (1), Груз (1)",45000.0,45000.0,включены,2,6,14,0.0,0.0
2,17.0,"Москва, Дмитровское шоссе, 165Ек9, ш. Москва-Санкт-Петербург, M-11 (8 км до МКАД)",55.0,1,1,1,3.0,"Пасс (1), Груз (1)",47000.0,47000.0,включены,2,6,14,0.0,0.0
3,18.0,"Москва, Дмитровское шоссе, 169К7, ш. Москва-Санкт-Петербург, M-11 (8 км до МКАД)",82.0,1,1,1,3.250681212629383,Пасс (2),65000.0,65000.0,включены,2,4,17,0.0,0.0
2,10.0,"Москва, Дмитровское шоссе, 122Гк1, ш. Дмитровское (3 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (8 км до МКАД)",70.0,0,0,1,3.9490830150773935,0,70000.0,70000.0,включены,2,3,3,0.0,0.0
1,15.0,"Москва, Дмитровское шоссе, 165Ек7, ш. Дмитровское (3 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (8 км до МКАД)",40.0,1,2,1,2.75,"Пасс (1), Груз (1)",26000.0,26000.0,включены,2,5,22,0.0,0.0
1,5.0,"Москва, бульвар Академика Ландау, 5к2, ш. Дмитровское (4 км до МКАД), ш. Алтуфьевское (7 км до МКАД)",31.0,1,1,1,3.0369599288479554,Пасс (2),27000.0,27000.0,включены,2,6,8,0.0,0.0
1,5.0,"Москва, бульвар Академика Ландау, 5к2, ш. Дмитровское (4 км до МКАД), ш. Алтуфьевское (7 км до МКАД)",35.0,1,1,1,2.7187416597507577,"Пасс (1), Груз (1)",29000.0,29000.0,включены,2,7,18,0.0,0.0
1,14.0,"Москва, Долгопрудненское шоссе, 6А, ш. Москва-Санкт-Петербург, M-11 (7 км до МКАД)",27.0,0,1,1,3.1025307043968464,"Пасс 1, Груз 1",30000.0,30000.0,включены,0,5,11,0.0,0.0
1,10.0,"Москва, Челобитьевское шоссе, 10к1, ш. Дмитровское (3 км до МКАД), ш. Алтуфьевское (6 км до МКАД)",40.0,0,2,1,2.74,"Пасс (1), Груз (1)",30000.0,10000.0,включены,2,8,14,0.0,0.0
1,12.276339583135053,"Москва, бульвар Академика Ландау, 3, ш. Дмитровское (3 км до МКАД), ш. Алтуфьевское (7 км до МКАД)",41.0,1,1,1,3.9762790528024468,"Пасс (2), Груз (2)",30000.0,30000.0,включены,4,5,15,0.0,0.0
1,13.0,"Москва, 2-й мкр, ш. Дмитровское (4 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (9 км до МКАД)",32.0,0,2,1,2.9324882192062054,Пасс (1),30000.0,30000.0,включены,2,4,9,0.0,0.0
1,4.0,"Москва, Дмитровское шоссе, 169К8, ш. Дмитровское (5 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (9 км до МКАД)",45.0,1,2,1,3.13607162279115,"Пасс 1, Груз 1",30000.0,30000.0,включены,0,2,17,0.0,0.0
1,12.276339583135053,"Москва, Долгопрудная аллея, 14к1, ш. Дмитровское (8 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (13 км до МКАД)",38.0,0,2,0,260.0,"Пасс (1), Груз (1)",32000.0,32000.0,включены,6,3,14,0.0,0.0
1,8.0,"Москва, Долгопрудная аллея, 15к3, ш. Дмитровское (8 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (13 км до МКАД)",42.0,1,2,1,2.7,"Пасс (2), Груз (1)",33000.0,33000.0,включены,0,7,14,0.0,0.0
1,18.0,"Москва, Дмитровское шоссе, 165Дк4, ш. Дмитровское (3 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (7 км до МКАД)",39.0,1,1,1,3.0,Пасс (2),33500.0,33500.0,включены,2,12,17,0.0,0.0
1,23.0,"Москва, Дмитровское шоссе, 165Ек7, ш. Дмитровское (3 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (8 км до МКАД)",38.5,1,2,2,2.75,Пасс (3),34000.0,34000.0,включены,2,7,22,0.0,0.0
1,8.0,"Москва, Дмитровское шоссе, 124А, ш. Дмитровское (4 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (9 км до МКАД)",46.0,0,0,1,2.8,"Пасс (2), Груз (1)",38000.0,38000.0,включены,2,10,10,0.0,0.0
1,10.0,"Москва, бульвар Академика Ландау, 3, ш. Дмитровское (3 км до МКАД), ш. Алтуфьевское (7 км до МКАД)",34.0,1,0,1,2.7964709412810684,Пасс (2),40000.0,40000.0,включены,4,9,15,0.0,0.0
1,27.0,"Москва, бульвар Академика Ландау, 3, ш. Дмитровское (3 км до МКАД), ш. Алтуфьевское (7 км до МКАД)",44.0,1,2,1,3.292985878389825,Пасс (2),40000.0,40000.0,включены,4,8,15,0.0,0.0
1,17.0,"Москва, Дмитровское шоссе, 165Ек9, ш. Москва-Санкт-Петербург, M-11 (8 км до МКАД)",38.0,1,2,2,3.0,"Пасс (1), Груз (1)",40000.0,40000.0,включены,2,11,14,0.0,0.0
2,11.0,"Москва, 9-я Северная линия, 23к3, ш. Дмитровское (4 км до МКАД), ш. Москва-Санкт-Петербург, M-11 (9 км до МКАД)",55.4,2,2,1,2.686970996616454,"Пасс 2, Груз 2",44000.0,40000.0,nan,2,13,24,0.0,0.0
